gene_id	gene_description	module	subheader	topic_ecosystem	notes
K06720	ectC; ectoine synthase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Ectoine (Synthesis)
K10674	ectD; ectoine hydroxylase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Ectoine (Synthesis)
K02028	ehuA; ectoine/hydroxyectoine transporter (ATP binding)	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Ectoine (Transport)
K02029	ehuC, D; ectoine/hydroxyectoine transporter (permease)	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Ectoine (Transport)
K02030	ehuB; ectoine/hydroxyectoine transporter (aa binding)	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Ectoine (Transport)
K05947	mpgSP; mannosyl-3-phosphoglycerate synthase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K00009	mtlD; mannitol-1-phosphate 5-dehydrogenase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K06044	treY; maltooligosyl trehalose synthase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K01236	treZ; maltooligosyl trehalose trehalohydrolase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K00697	otsA; trehalose 6-phosphate synthase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K01087	otsB; trehalose 6-phosphate synthase	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Synthesis)
K10227	smoE, mtlE; sorbitol/mannitol transport system	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10228	smoF; sorbitol/mannitol transport system	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10229	sorbitol/mannitol transport system	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10230	sorbitol/mannitol transport system	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K02783	srlA; sorbitol transporter subunit II A, B, C	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K02781	srlB; sorbitol transporter subunit II A, B, C	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K02782	srlE; sorbitol transporter subunit II A, B, C	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K02798	mtlA; Mannitol transporter PTS system, IIB, C	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10109	malF; maltose/maltodextrin transport system permease protein	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10110	malG; maltose/maltodextrin transport system permease protein	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K10111	malK; maltose/maltodextrin transport system ATP-binding protein [EC:3.6.3.19]	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K17314	treV; trehalose transport system ATP-binding protein	Environmental Stress Response	Osmoregulation	eng_sys	Compatible Solutes: Sugars (Transport)
K03686	blq:L21SP5_01031 dnaJ; Heat shock protein J; K03686 DnaJ_C DnaJ DnaJ_CXXCXGXG Anti-TRAP	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K04079	csh:Closa_3215 Heat shock protein Hsp90-like protein; K04079 HSP90 HATPase_c_3 HATPase_c	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K03705	tte:TTE0953 HrcA; Transcriptional regulator of heat shock gene; K03705 HrcA HrcA_DNA-bdg HTH_11 HTH_DeoR	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K13640	cha:CHAB381_0975 putative heat shock protein HspR; K13640 MerR_1 MerR_2 MerR HTH_17 HTH_3 PKcGMP_CC TolA_bind_tri HTH_23	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K03053	rpoH; DNA-directed RNA polymerase subunit H [EC:2.7.7.6]	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K03048	rpoE; DNA-directed RNA polymerase subunit delta	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K01419	hor:Hore_07560 heat shock protein HslVU, ATP dependent protease HslV; K01419 Proteasome	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K04080	salg:BS332_16600 heat-shock protein; K04080 HSP20 ArsA_HSP20	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K04081	ibpB; molecular chaperone IbpB	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K03695	rho:RHOM_03585 heat shock protein ClpB-like protein; K03695 AAA_2 AAA_lid_9 AAA ClpB_D2-small Clp_N AAA_5 AAA_16 Sigma54_activat AAA_22 IstB_IS21 ATPase_2 TniB AAA_7 AAA_18 AAA_14 Mg_chelatase RNA_helicase RuvB_N NACHT DUF815 AAA_3 Zeta_toxin AAA_33 Roc DNA_pol3_delta2 AAA_19 Torsin AAA_23 Spc7 DUF87 Cob_adeno_trans Atg14 ABC_tran	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K03687	tte:TTE0954 GrpE; Molecular chaperone GrpE (heat shock protein); K03687 GrpE Herpes_UL6 GldM_N Complex1_LYR Trans_reg_C DUF573 KxDL Atg14 DUF87	Environmental Stress Response	Temperature Stress	eng_sys	Heat Shock Response
K10257	FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	Environmental Stress Response	Temperature Stress	eng_sys	Cold Shock Response
K03704	cspA; cold shock protein	Environmental Stress Response	Temperature Stress	eng_sys	Cold Shock Response
K02834	rbfA; ribosome-binding factor A	Environmental Stress Response	Temperature Stress	eng_sys	Cold Shock Response
K05592	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:5.6.2.7]	Environmental Stress Response	Temperature Stress	eng_sys	Cold Shock Response
K18698	beta-lactamase class A TEM [EC:3.5.2.6]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K18699	beta-lactamase class A SHV [EC:3.5.2.6]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K18796	beta-lactamase class A LEN [EC:3.5.2.6]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K18767	beta-lactamase class A CTX-M	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K18795	beta-lactamase class A CARB-1	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K19218	beta-lactamase class A CARB-5	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K19217	beta-lactamase class A CARB-17	Environmental Stress Response	Antibiotic Resistance	eng_sys	Beta-Lactam Resistance
K00561	23S rRNA (adenine-N6)-dimethyltransferase	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K14336	rlmA2; 23S rRNA (guanine748-N1)-methyltransferase [EC:2.1.1.188]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K15632	cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K18230	tylC; macrolide transport system ATP-binding/permease protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K18231	macrolide transport system ATP-binding/permease protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K19349	pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K19350	lincosamide and streptogramin A transport system ATP-binding/permease protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K18232	oleC4; oleandomycin transport system ATP-binding protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K19541	MFS transporter, DHA2 family, lincomycin resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K08217	MFS transporter, DHA3 family, macrolide efflux protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Macrolide Resistance
K08151	tetA; MFS transporter, DHA1 family, tetracycline resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K08168	MFS transporter, DHA2 family, metal-tetracycline-proton antiporter	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18214	MFS transporter, DHA3 family, tetracycline resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18215	MFS transporter, DHA3 family, tetracycline resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18218	tetracycline resistance efflux pump	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18216	steA; ATP-binding cassette, subfamily B, tetracycline resistant protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18217	steB; ATP-binding cassette, subfamily B, tetracycline resistant protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K19542	MFS transporter, DHA2 family, tetracycline/oxytetracycline resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18233	oleC5; oleandomycin transport system permease protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18220	ribosomal protection tetracycline resistance protein	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18221	tetracycline 11a-monooxygenase, tetracycline resistance protein [EC:1.14.13.231]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Tetracycline Resistance
K18974	dihydropteroate synthase type 1 [EC:2.5.1.15]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Sulfonamide Resistance
K18824	dihydropteroate synthase type 2 [EC:2.5.1.15]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Sulfonamide Resistance
K18825	dihydropteroate synthase type 3 [EC:2.5.1.15]	Environmental Stress Response	Antibiotic Resistance	eng_sys	Sulfonamide Resistance
K03585	mexA; membrane fusion protein, multidrug efflux system (MFS family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K18138	mexB; multidrug efflux pump (RND family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K18324 | 2.A.6.2.7_P24177	acrD; multidrug efflux pump (RND family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K18142 | 2.A.6.2.2_P31224	acrF; multidrug efflux pump (RND family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K03297 | 2.A.7.1	mmr; small multidrug resistance pump (SMR family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K11814 | 2.A.7.1.6	ebrA; multidrug resistance protein EbrA (SMR family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K11815 | 2.A.7.1.6	ebrB; multidrug resistance protein EbrB (SMR family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K18975 | 2.A.7.1.11	ebr; small multidrug resistance pump (SMR family)	Environmental Stress Response	Biocide Resistance	eng_sys	Biocide Efflux (General)
K08167	qacA; MFS transporter, DHA2 family, multidrug resistance protein	Environmental Stress Response	Biocide Resistance	eng_sys	QAC Resistance
K11741	sugE; quaternary ammonium compound-resistance protein SugE	Environmental Stress Response	Biocide Resistance	eng_sys	QAC Resistance
K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04565	SOD1; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04569	CCS; copper chaperone for superoxide dismutase	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03781	katE/katA; catalase [EC:1.11.1.6]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03782	katG; catalase-peroxidase [EC:1.11.1.21]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K24119	ahpC; NADH-dependent peroxiredoxin subunit C [EC:1.11.1.26]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03387	ahpF; NADH-dependent peroxiredoxin subunit F [EC:1.8.1.-]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04761	oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K13639	soxR; MerR family transcriptional regulator, redox-sensitive transcriptional activator SoxR	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K13631	soxS; AraC family transcriptional regulator, mar-sox-rob regulon activator	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00383	gorA; glutathione reductase (NADPH) [EC:1.8.1.7]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01919	gshA, egtA; glutamate---cysteine ligase [EC:6.3.2.2]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03671	TXN, trxA; thioredoxin	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00384	trxB, TRR; thioredoxin reductase (NADPH) [EC:1.8.1.9]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03672	trxC; thioredoxin 2 [EC:1.8.1.8]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K10563	mutM; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23†4.2.99.18]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03575	mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03553	recA; DNA repair/recombination protein RecA	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04047	dps; starvation-inducible DNA-binding protein	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03594	bfr; bacterioferritin [EC:1.16.3.1]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K02217	ftnA; ferritin [EC:1.16.3.2]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03674	grxA; glutaredoxin 1	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03675	grxB; glutaredoxin 2	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03676	grxC; glutaredoxin 3	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K07304	msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K07305	msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04063	osmC, ohr; lipoyl-dependent peroxiredoxin [EC:1.11.1.28]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K11065	tpx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03564	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00036	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363 1.1.1.388] [RN:R02736 R10907]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [RN:R01528 R10221]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00324	pntA; pyridine nucleotide transhydrogenase	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00325	pntB; proton-translocating NAD(P)+ transhydrogenase subunit beta [EC:7.1.1.1]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K19824	fprB; rubrerythrin	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04487	iscS; cysteine desulfurase [EC:2.8.1.7]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K05997	sufA; Fe-S cluster assembly protein SufA	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K09014	sufB; Fe-S cluster assembly protein SufB	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K09013	sufC; Fe-S cluster assembly ATP-binding protein	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K09015	sufD; Fe-S cluster assembly protein SufD	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K11717	sufS; cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K02426	sufE; cysteine desulfuration protein SufE	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03087	rpoS; RNA polymerase nonessential primary-like sigma factor	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03711	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K13643	iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01338	lon; ATP dependent protease	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K05919	dfx; superoxide reductase [EC:1.15.1.2]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01759	GLO1, gloA; lactoylglutathione lyase [EC:4.4.1.5]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K00799	GST, gst; glutathione S-transferase [EC:2.5.1.18]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01069	gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K10773	NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K10567	NEIL1; endonuclease VIII-like 1 [EC:3.2.2.- 4.2.99.18]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03574	mutT; 8-oxo-dGTP diphosphatase [EC:3.6.1.55]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01151	nfo; deoxyribonuclease IV v	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K03584	recO; DNA repair protein RecO (recombination protein O)	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01142	xthA; exodeoxyribonuclease III [EC:3.1.11.2]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K09825	perR; Fur family transcriptional regulator, peroxide stress response regulator	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K23775	ohrR; MarR family transcriptional regulator, organic hydroperoxide resistance regulator	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K04084	dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]	#N/A	Biocide Resistance	eng_sys	Oxidative Stress Resistance
K01920	gshB; glutathione synthase [EC:6.3.2.3]	Environmental Stress Response	Biocide Resistance	eng_sys	Oxidative Stress Resistance
